Latitude,Longitude,Timestamp,temp,name
60.12735,19.90038,2023-12-31 04:00:00,-4.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 05:00:00,-5.0,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 06:00:00,-7.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 07:00:00,-6.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 08:00:00,-8.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 09:00:00,-7.8,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 10:00:00,-7.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 11:00:00,-7.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 12:00:00,-7.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 13:00:00,-6.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 14:00:00,-7.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 15:00:00,-8.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 16:00:00,-9.1,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 17:00:00,-8.9,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 18:00:00,-10.3,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 19:00:00,-9.7,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 20:00:00,-10.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 21:00:00,-8.8,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 22:00:00,-6.4,Jomala Maarianhamina lentoasema
60.12735,19.90038,2023-12-31 23:00:00,-5.6,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 00:00:00,-5.0,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 01:00:00,-5.2,Jomala Maarianhamina lentoasema
60.12735,19.90038,2024-01-01 02:00:00,-8.7,Jomala Maarianhamina lentoasema
