"Observation station","Year","Month","Day","Time [Local time]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]","Maximum wind speed [m/s]","Average wind direction [°]","Maximum gust speed [m/s]","Precipitation [mm]","Average air pressure [hPa]"
"Kustavi Isokari","2023","4","26","21:00","3.9","3.9","3.9","93","7.5","7.8","158","8.3","0","1003.5"
"Kustavi Isokari","2023","4","26","22:00","3.8","3.9","3.7","93","7.1","7.6","161","8","0","1003.8"
"Kustavi Isokari","2023","4","26","23:00","3.7","3.8","3.6","95","6.7","7.4","160","7.9","0","1004.1"
"Kustavi Isokari","2023","4","27","00:00","3.6","3.7","3.5","95","6.6","7.4","160","7.8","0","1004"
"Kustavi Isokari","2023","4","27","01:00","3.6","3.7","3.6","94","6.4","7.1","160","7.6","0","1004.1"
"Kustavi Isokari","2023","4","27","02:00","3.5","3.7","3.3","94","5.8","7.1","167","7.6","0","1004.2"
"Kustavi Isokari","2023","4","27","03:00","3.3","3.6","3.1","93","5","5.5","197","6.5","0","1004.4"
"Kustavi Isokari","2023","4","27","04:00","3.1","3.2","3.1","94","5","5.2","202","5.8","0","1004.7"
"Kustavi Isokari","2023","4","27","05:00","3","3.2","2.8","93","4","4.8","205","5.3","0","1005"
"Kustavi Isokari","2023","4","27","06:00","3","3.2","2.8","90","5","5.3","214","6.8","0","1005.3"
"Kustavi Isokari","2023","4","27","07:00","3.1","3.4","3","81","4.1","5.1","211","5.9","0","1005.7"
"Kustavi Isokari","2023","4","27","08:00","3.5","3.7","3.2","77","4.7","5.3","221","7.2","0","1006.1"
"Kustavi Isokari","2023","4","27","09:00","3.6","4.3","3.2","78","4.1","4.8","220","7","0","1006.6"
"Kustavi Isokari","2023","4","27","10:00","4.2","4.8","3.8","75","4","4.2","203","5.8","0","1006.9"
"Kustavi Isokari","2023","4","27","11:00","4.5","5.3","4","73","5.2","5.8","197","7.5","0","1007.3"
"Kustavi Isokari","2023","4","27","12:00","5","5.6","4.4","75","5.6","5.9","182","6.8","0","1007.8"
"Kustavi Isokari","2023","4","27","13:00","5.7","6.3","5.3","76","5.5","5.9","173","6.9","0","1008.3"
"Kustavi Isokari","2023","4","27","14:00","6.3","6.7","5.8","73","6.6","7.2","177","7.7","0","1008.5"
"Kustavi Isokari","2023","4","27","15:00","6.3","6.8","5.7","76","7","7.6","169","8.5","0","1008.9"
"Kustavi Isokari","2023","4","27","16:00","6","6.3","5.7","75","8.4","8.8","162","10","0","1009.4"
"Kustavi Isokari","2023","4","27","17:00","5.7","5.9","5.4","78","8.6","9.1","163","9.9","0","1009.9"
"Kustavi Isokari","2023","4","27","18:00","5.3","5.6","5.1","81","8.8","9.1","163","10","0","1010.2"
"Kustavi Isokari","2023","4","27","19:00","4.9","5.1","4.7","86","8.1","8.6","162","9.2","0","1010.5"
"Kustavi Isokari","2023","4","27","20:00","4.5","4.8","4.3","89","7.6","7.9","161","8.6","0","1010.6"
"Kustavi Isokari","2023","4","27","21:00","4.2","4.3","4","90","8.2","8.8","157","9.5","0","1010.9"
"Kustavi Isokari","2023","4","27","22:00","4","4","3.9","91","7.8","8.1","158","8.7","0","1011.2"
"Kustavi Isokari","2023","4","27","23:00","3.9","4","3.9","88","7.7","8.2","158","8.9","0","1011.2"
"Kustavi Isokari","2023","4","28","00:00","3.8","3.9","3.5","90","7.3","7.6","146","8.3","0","1011.2"
"Kustavi Isokari","2023","4","28","01:00","3.4","3.5","3.3","95","7.3","8","143","9","0","1011.4"
"Kustavi Isokari","2023","4","28","02:00","3.4","3.5","3.3","93","7.5","7.9","154","9.6","0","1011.5"
"Kustavi Isokari","2023","4","28","03:00","3.5","3.5","3.4","93","7","7.6","153","8.1","0","1011.4"
"Kustavi Isokari","2023","4","28","04:00","3.3","3.5","3.2","94","6.7","7.2","152","7.8","0","1011.4"
"Kustavi Isokari","2023","4","28","05:00","3.3","3.3","3.3","94","7","7.3","152","8.1","0","1011.5"
"Kustavi Isokari","2023","4","28","06:00","3.2","3.3","3.1","94","6.9","7.4","146","9","0","1011.5"
"Kustavi Isokari","2023","4","28","07:00","3.3","3.4","3.1","91","6.5","7.1","153","7.8","0","1011.6"
"Kustavi Isokari","2023","4","28","08:00","3.3","3.7","3.1","90","6.2","6.5","158","7.6","0","1011.7"
"Kustavi Isokari","2023","4","28","09:00","3.6","3.7","3.4","89","6.2","6.5","162","7.7","0","1012"
"Kustavi Isokari","2023","4","28","10:00","4.1","5","3.5","84","5.7","6.5","163","6.9","0","1012.1"
"Kustavi Isokari","2023","4","28","11:00","5","5.6","4.4","81","5.4","5.7","162","6.5","0","1012.2"
"Kustavi Isokari","2023","4","28","12:00","5.4","6.2","5","81","3.7","5.3","160","5.6","0","1012.5"
"Kustavi Isokari","2023","4","28","13:00","6.2","7.6","5.4","76","3.8","4.3","173","4.7","0","1012.5"
"Kustavi Isokari","2023","4","28","14:00","6.8","7.6","5.9","72","3","3.9","198","4.7","0","1012.6"
"Kustavi Isokari","2023","4","28","15:00","7","8.3","5.9","71","3.3","3.9","244","5.7","0","1012.8"
"Kustavi Isokari","2023","4","28","16:00","6.3","7.8","5.5","75","3.7","4.2","264","5.8","0","1013.1"
"Kustavi Isokari","2023","4","28","17:00","4.9","6","4.3","87","4.3","4.5","308","5.6","0","1013.2"
"Kustavi Isokari","2023","4","28","18:00","4.3","4.8","3.7","89","4.2","5.1","307","6.5","0","1013.4"
"Kustavi Isokari","2023","4","28","19:00","4","4.2","3.7","89","3.4","4","272","5.6","0","1013.6"
"Kustavi Isokari","2023","4","28","20:00","3.9","4.3","3.5","86","3.8","4.3","284","6","0","1013.7"
"Kustavi Isokari","2023","4","28","21:00","2.7","3.5","1.8","90","5","5.6","293","7.3","0","1013.9"
"Kustavi Isokari","2023","4","28","22:00","1.6","2","1.1","97","4.5","5.2","299","7.5","0","1014.1"
"Kustavi Isokari","2023","4","28","23:00","1","1.3","0.6","99","4","4.7","297","7","0","1014.2"
"Kustavi Isokari","2023","4","29","00:00","0.8","1.1","0.6","99","4.4","4.9","295","6.8","0","1014.2"
"Kustavi Isokari","2023","4","29","01:00","0.8","1.1","0.4","97","4.7","5.3","297","7.1","0","1014.1"
"Kustavi Isokari","2023","4","29","02:00","0.8","1.1","0.6","95","4.4","5.3","296","7","0","1014.1"
"Kustavi Isokari","2023","4","29","03:00","0.5","0.8","0.2","97","3.8","4.4","276","6.1","0","1014.1"
"Kustavi Isokari","2023","4","29","04:00","0.7","1","0.5","96","3.4","4.3","284","5.5","0","1014.1"
"Kustavi Isokari","2023","4","29","05:00","0.6","0.9","0.3","95","2.3","3.5","267","4.7","0","1014.1"
"Kustavi Isokari","2023","4","29","06:00","0.1","0.3","-0.1","97","2.2","3.3","226","4.4","0","1013.8"
"Kustavi Isokari","2023","4","29","07:00","0.5","0.9","0","98","4.2","5.1","192","6","0","1013.4"
"Kustavi Isokari","2023","4","29","08:00","1.3","1.6","0.9","98","5.6","5.8","180","7","0","1013"
"Kustavi Isokari","2023","4","29","09:00","2.1","3.2","1.6","97","5.7","6.1","181","6.7","0","1012.8"
"Kustavi Isokari","2023","4","29","10:00","4.3","5.4","3.2","86","5.7","6.1","189","7.2","0","1012.5"
"Kustavi Isokari","2023","4","29","11:00","5.5","6","5","79","6.2","6.5","196","8","0","1012.3"
"Kustavi Isokari","2023","4","29","12:00","5.8","6.6","5.1","81","5.2","6.2","177","6.6","0","1012.2"
"Kustavi Isokari","2023","4","29","13:00","6.5","7.1","5.6","77","8.4","10.1","178","10.9","0","1012"
"Kustavi Isokari","2023","4","29","14:00","7","7.7","6.5","71","8.1","9.7","184","10.4","0","1011.6"
"Kustavi Isokari","2023","4","29","15:00","7.2","7.6","6.8","67","10","11.1","176","12.3","0","1010.9"
"Kustavi Isokari","2023","4","29","16:00","6.2","7.3","5.7","79","9.3","10.1","166","12","0","1010.4"
"Kustavi Isokari","2023","4","29","17:00","5.7","5.9","5.5","84","9.8","10.4","168","11.8","0","1010"
"Kustavi Isokari","2023","4","29","18:00","5.6","6","5.3","81","10","10.8","165","12","0","1009.5"
"Kustavi Isokari","2023","4","29","19:00","5.7","5.8","5.6","71","10.5","11.3","179","12.7","0","1009.1"
"Kustavi Isokari","2023","4","29","20:00","5.6","5.9","5.3","70","10.4","12.1","174","14.5","0","1008.6"
"Kustavi Isokari","2023","4","29","21:00","5.3","5.8","4.7","70","9.6","12.1","178","14.2","0","1008"
"Kustavi Isokari","2023","4","29","22:00","4.2","4.7","3.8","84","11.9","12.7","155","14.4","0","1007.2"
"Kustavi Isokari","2023","4","29","23:00","3.7","3.9","3.6","89","11.2","11.7","134","13.4","0","1006.1"
"Kustavi Isokari","2023","4","30","00:00","3.8","4","3.7","90","11.3","11.7","125","13.7","0","1004.7"
"Kustavi Isokari","2023","4","30","01:00","4.2","4.4","4","91","9.7","11.1","129","12.2","0","1004"
"Kustavi Isokari","2023","4","30","02:00","4.6","4.8","4.3","92","8.1","8.9","155","10.6","0","1003.3"
"Kustavi Isokari","2023","4","30","03:00","4.3","4.6","4.2","91","6.6","7.4","198","8.5","0","1003.1"
"Kustavi Isokari","2023","4","30","04:00","4","4.2","3.8","90","4.8","5.9","221","7.2","0","1002.9"
"Kustavi Isokari","2023","4","30","05:00","3.8","3.9","3.8","91","4.2","4.4","221","6.3","0","1002.7"
"Kustavi Isokari","2023","4","30","06:00","3.6","3.9","3.1","92","4.9","5.6","224","7.9","0.1","1002.5"
"Kustavi Isokari","2023","4","30","07:00","3.3","3.4","3.2","93","4.5","5.1","246","7.2","0","1002.5"
"Kustavi Isokari","2023","4","30","08:00","2.9","3.2","2.8","96","5","6.1","258","8.1","0","1002.6"
"Kustavi Isokari","2023","4","30","09:00","2.7","3.1","2.3","95","6.3","7.3","276","10.7","0","1002.9"
"Kustavi Isokari","2023","4","30","10:00","2.5","3","2","96","9.6","10.9","313","13","0","1003.5"
"Kustavi Isokari","2023","4","30","11:00","2.6","3","2.2","94","10.9","11.6","307","14.3","0","1004.5"
"Kustavi Isokari","2023","4","30","12:00","2.8","3","2.6","94","11.7","12.3","312","15.2","0.2","1005.8"
"Kustavi Isokari","2023","4","30","13:00","3.2","3.6","2.9","92","11.7","12.8","312","15.2","0","1007.1"
"Kustavi Isokari","2023","4","30","14:00","3.8","4.4","3.5","87","9.9","10.6","304","12.9","0","1008.5"
"Kustavi Isokari","2023","4","30","15:00","4.1","4.6","3.5","81","9","10.2","301","12.3","0","1009.6"
"Kustavi Isokari","2023","4","30","16:00","4.6","5","4.2","75","8.2","8.6","296","10.9","0","1010.4"
"Kustavi Isokari","2023","4","30","17:00","5","5.4","4.7","75","7.7","8.1","285","10.9","0","1011.1"
"Kustavi Isokari","2023","4","30","18:00","5.4","6","4.9","72","6.5","7.1","283","9.7","0","1011.6"
"Kustavi Isokari","2023","4","30","19:00","5.3","5.8","5","72","5.7","6.6","270","8.7","0","1011.9"
"Kustavi Isokari","2023","4","30","20:00","5.4","5.6","5.1","67","4.5","5","253","7.1","0","1012"
"Kustavi Isokari","2023","4","30","21:00","4.7","5.4","4.5","72","5","5.7","235","7.9","0","1012.3"
"Kustavi Isokari","2023","4","30","22:00","4.7","4.9","4.6","70","6.9","7.4","247","9.9","0","1012.4"
"Kustavi Isokari","2023","4","30","23:00","5","5.1","4.8","72","6.5","7.1","236","10","0","1012.6"
